SurveyID,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,comments
956,33,Male,United Kingdom,,Yes,Yes,Yes,Sometimes,4092,Yes,Yes,No,Yes,No,No,NA
957,26,Female,United Kingdom,,Yes,Yes,Yes,Sometimes,3099,Yes,Yes,No,No,No,No,I am a Trans woman and suffer from depression relating to that. I'm a contractor so I've answered the questions as relating to my current contract.
958,25,Male,United Kingdom,,No,No,No,Never,878,Yes,Yes,Don't know,Not sure,Don't know,Don't know,NA
959,45,Male,United Kingdom,,No,Yes,No,Rarely,3480,No,No,Don't know,No,No,No,NA
960,33,female,United Kingdom,,Yes,No,Yes,Sometimes,4717,Yes,Yes,No,Yes,Yes,Yes,NA
961,43,Male,United States,MI,No,No,No,Sometimes,1485,Yes,Yes,No,Not sure,No,No,NA
962,30,Male,United Kingdom,,Yes,No,Yes,Sometimes,3584,No,Yes,No,Yes,No,No,NA
963,40,Male,United States,IN,No,Yes,Yes,Rarely,1209,No,Yes,Don't know,Not sure,No,Don't know,NA
964,49,Male,United States,GA,No,Yes,No,Never,1928,No,Yes,Yes,Yes,Yes,Yes,Thank you for shining a light on this topic.
965,29,Male,Germany,,No,No,No,,3097,No,Yes,Don't know,Not sure,No,No,NA
966,26,male,Germany,,No,No,No,,458,No,Yes,Don't know,No,Don't know,Don't know,NA
967,38,cis male,United States,WA,No,No,No,Never,988,No,Yes,Yes,Yes,Yes,Yes,NA
968,27,Male,France,,No,Yes,No,,4570,No,No,Yes,Yes,Don't know,No,NA
969,26,male,Belgium,,No,No,No,Never,4398,No,Yes,Yes,No,No,No,NA
970,28,Male,United Kingdom,,No,Yes,Yes,Often,1763,No,Yes,No,No,No,No,NA
971,40,Male,United States,ME,No,Yes,Yes,Sometimes,2301,Yes,Yes,No,No,No,No,NA
972,37,Female,Canada,,Yes,Yes,Yes,Rarely,1695,Yes,Yes,No,Yes,No,No,NA
973,34,female,United Kingdom,,No,Yes,Yes,Often,3791,Yes,No,Yes,Yes,No,Yes,NA
974,28,male,United States,NY,No,Yes,Yes,Often,2715,No,Yes,Don't know,Not sure,No,Don't know,NA
975,27,Male,Canada,,No,No,No,Never,4502,No,Yes,Yes,Not sure,Yes,No,NA
976,29,Male,United Kingdom,,No,No,Yes,Sometimes,1402,Yes,Yes,No,No,No,No,NA
977,39,Female,United Kingdom,,No,Yes,No,Rarely,1440,Yes,Yes,Don't know,Not sure,No,No,NA
978,28,male,United Kingdom,,No,No,No,Often,4530,No,Yes,No,No,No,No,NA
979,23,Male,United States,PA,No,Yes,No,Sometimes,3521,No,Yes,Yes,Not sure,Yes,Yes,NA
980,8,A little about you,"Bahamas, The",IL,Yes,Yes,Yes,Often,4978,Yes,Yes,Yes,Yes,Yes,Yes, 
981,38,Male,United Kingdom,,No,No,No,,2117,Yes,Yes,No,No,No,No,NA
982,19,Male,United Kingdom,,No,No,No,,2946,No,Yes,Yes,No,No,Yes,NA
983,30,Female,United States,IL,No,Yes,Yes,Sometimes,3735,No,Yes,Yes,Yes,Yes,Don't know,NA
984,28,male,United Kingdom,,Yes,No,No,,4405,Yes,Yes,No,Yes,No,No,NA
985,20,Male,India,,No,No,Yes,Sometimes,628,No,Yes,Don't know,No,No,No,NA
986,35,Male,United Kingdom,,Yes,No,No,Sometimes,1059,No,Yes,Don't know,Not sure,No,Don't know,NA
987,39,male,United States,MN,No,No,Yes,Rarely,4389,Yes,Yes,Yes,Yes,No,No,NA
988,31,Female,United States,TX,No,Yes,No,Never,2994,No,No,Yes,Not sure,No,Don't know,NA
989,32,Male,United Kingdom,,No,No,No,Rarely,821,No,Yes,No,No,No,No,NA
990,27,Male,Sweden,,No,No,No,,3769,No,Yes,No,No,No,No,NA
991,25,Male,United States,PA,No,Yes,Yes,Often,4149,Yes,Yes,Yes,Yes,No,Don't know,NA
992,31,male,United States,IN,No,Yes,Yes,Sometimes,3127,Yes,Yes,Don't know,No,No,Don't know,NA
993,34,male,United States,PA,No,Yes,Yes,Often,1468,No,Yes,Yes,Yes,No,No,NA
994,26,female,United States,OH,No,No,Yes,Sometimes,281,Yes,Yes,Don't know,No,No,Don't know,NA
995,35,Male,United Kingdom,,No,Yes,Yes,Sometimes,2789,No,Yes,No,Yes,No,No,NA
996,34,Male,United Kingdom,,No,No,No,Never,3258,No,Yes,Don't know,No,No,Don't know,NA
997,38,m,United States,PA,No,Yes,Yes,Sometimes,2527,Yes,No,Yes,Yes,No,Yes,While mental health is a part of our insurance program the UCR is 50% of 140% of medicare which means a solo mental health practitioner who will charge in my area $150-$180 a session will only result in a $45-$60 reimbursement and thus a very high out of pocket expense. This usage of a different schedule for UCR and often the lower rate is very hard to determine before purchasing insurance even in the new health insurance exchanges.
998,34,M,United States,SD,No,No,No,Sometimes,3293,No,Yes,Don't know,No,No,No,NA
999,39,M,United States,IN,No,Yes,Yes,Sometimes,2161,Yes,Yes,No,Yes,No,No,NA
1000,44,F,United States,CA,No,No,No,,4978,No,Yes,Don't know,Not sure,No,No,NA
1001,40,male,United States,TN,No,No,No,,3635,No,No,Yes,Yes,Yes,Yes,NA
1002,33,female,United States,TX,Yes,No,No,Never,796,Yes,Yes,No,Yes,Don't know,Don't know,NA
1003,24,Female,United States,TN,No,Yes,No,Sometimes,3815,No,No,Yes,Yes,No,Don't know,NA
1004,38,Female,United States,OR,No,Yes,No,Sometimes,2566,Yes,Yes,Don't know,Not sure,Don't know,Don't know,NA
1005,31,male,United States,SD,No,No,No,Sometimes,3837,No,Yes,Yes,Not sure,Yes,Yes,NA
1006,23,Male,Israel,,No,No,No,,1121,No,Yes,Don't know,Not sure,No,No,NA
1007,26,F,United States,NY,No,No,No,,4965,No,Yes,Don't know,Not sure,No,No,NA
1008,46,Female (trans),United States,CT,No,No,Yes,Often,1736,No,No,Yes,Yes,Yes,Yes,NA
1009,30,Male,United States,CA,No,Yes,Yes,Sometimes,3412,Yes,Yes,Yes,No,No,No,NA
1010,19,M,Canada,,No,No,No,Never,2388,Yes,Yes,Don't know,No,No,No,NA
1011,30,Female,United States,GA,No,Yes,Yes,Sometimes,4134,No,No,Yes,Yes,Yes,Yes,NA
1012,32,m,United States,TN,No,No,No,Never,4875,No,Yes,Yes,Yes,Yes,Yes,NA
1013,32,Male,United Kingdom,,No,No,No,,4309,No,Yes,No,No,No,No,NA
1014,42,Male,United States,IN,No,Yes,No,Sometimes,2151,Yes,Yes,Don't know,No,No,No,My employer is extremely easy to work with and e.g. I have enormous leeway with flex time so I could take care of myself under that umbrella but I don't know and don't have a history of bring up mental health at the workplace so I am cautious in that area.
1015,42,M,United States,CA,No,Yes,Yes,Sometimes,4035,Yes,Yes,Don't know,No,No,Don't know,NA
1016,25,female,United States,OR,No,No,No,Never,3165,No,Yes,Yes,Yes,Yes,Yes,NA
1017,19,Male,United States,IN,No,No,No,Sometimes,4088,No,Yes,Don't know,Not sure,No,No,NA
1018,40,female,United States,GA,No,Yes,No,Never,2788,Yes,Yes,Yes,Yes,Yes,No,NA
1019,34,Male,United States,IN,No,No,No,,2102,No,No,Yes,Not sure,Yes,Don't know,NA
1020,26,Male,United States,MN,No,Yes,No,,1167,No,Yes,Don't know,Not sure,No,No,NA
1021,31,Male,United States,MN,No,Yes,Yes,Rarely,2846,No,Yes,Don't know,Not sure,Don't know,Don't know,NA
1022,40,Male,United States,NC,No,Yes,No,Sometimes,2768,Yes,No,Yes,Not sure,Yes,Don't know,NA
1023,31,Female,United States,FL,No,Yes,Yes,Often,3687,No,Yes,No,No,No,No,NA
1024,36,M,United States,MN,No,No,No,Never,4958,No,No,Don't know,No,No,Don't know,NA
1025,35,Male,Canada,,No,Yes,No,Sometimes,2984,Yes,Yes,No,Yes,No,No,NA
1026,26,male,Australia,,No,Yes,Yes,Sometimes,1844,Yes,Yes,No,No,No,No,The questions related to employer-provided health benefits are largely irrelevant to where I live Australia so I'd discount them.
1027,44,m,United States,MO,No,No,No,,3062,Yes,No,Don't know,No,Don't know,Don't know,NA
1028,34,Female,United States,CA,No,No,No,Sometimes,3160,No,Yes,No,Not sure,No,No,NA
1029,35,Male,United States,OR,No,No,No,,3893,Yes,Yes,No,No,No,No,NA
1030,28,female,United States,OH,No,Yes,Yes,Sometimes,167,Yes,Yes,Don't know,No,No,No,NA
1031,33,Male,United States,NY,No,No,No,,2511,Yes,Yes,Yes,No,Don't know,Yes,NA
1032,40,M,United States,WI,No,Yes,Yes,Sometimes,4867,Yes,Yes,Yes,Yes,No,Yes,NA
1033,26,Male,United States,WA,No,No,Yes,Sometimes,448,No,Yes,Yes,Yes,No,No,NA
1034,29,f,United Kingdom,,No,No,Yes,Often,2096,No,No,Yes,Yes,No,No,NA
1035,26,Female,Canada,,No,Yes,Yes,Sometimes,350,No,Yes,Yes,Not sure,No,No,NA
1036,33,Malr,Italy,,No,Yes,Yes,Sometimes,886,No,Yes,No,Not sure,No,No,I suffered of panic attacks and agoraphobia for about 10 years.
1037,28,Male,Brazil,,No,Yes,No,Sometimes,3050,No,Yes,No,No,No,No,NA
1038,41,Male,United States,IL,Yes,No,Yes,Often,3215,Yes,No,No,Yes,Yes,Yes,NA
1039,39,Male,United Kingdom,,Yes,Yes,Yes,Sometimes,1339,Yes,Yes,No,Yes,Yes,Yes,These result may be a tad confusing so a summary follows.* Currently self-employed so employer is me :)* Last place of employment was amazing when I first discovered I was bi-polar and helped me as long as I was there up to and including a mental health course for the whole team (although no mention why to others which was great).* I've never had a negative reaction yet but I know others who have.* I've been very lucky with company I keep which is why my experience is largely good.
1040,26,female,United States,WA,No,Yes,Yes,Sometimes,2410,No,Yes,Yes,Yes,No,No,I should note one of the places my employer fails with regards to mental health is that the company-paid health insurance policy does not cover trans healthcare needs.
1041,23,Female,United States,IL,No,Yes,No,Sometimes,3637,No,No,No,No,No,No,NA
1042,35,Male,Switzerland,,No,Yes,Yes,Often,467,No,Yes,Don't know,Not sure,No,No,NA
1043,36,Male,United States,FL,No,No,No,Never,3765,Yes,Yes,Don't know,Not sure,Don't know,Don't know,NA
1044,42,M,United States,TN,No,No,No,Rarely,3075,No,No,Don't know,No,No,Don't know,NA
1045,39,Male,United States,WA,No,Yes,Yes,Sometimes,2360,No,Yes,Yes,Yes,No,Don't know,NA
1046,27,Male,United States,CA,No,No,No,Never,1986,No,Yes,Don't know,No,No,Don't know,NA
1047,33,male,United States,FL,Yes,No,No,Never,165,Yes,Yes,Don't know,No,No,No,NA
1048,31,Male ,Canada,,No,Yes,Yes,Often,4936,No,Yes,Yes,Not sure,Don't know,Don't know,NA
1049,28,Female,United States,OR,No,No,Yes,Rarely,1336,No,Yes,Yes,Yes,Don't know,Yes,NA
1050,29,Female,United States,NJ,No,No,Yes,Often,2089,Yes,No,Yes,No,No,No,NA
1051,27,Male,United States,CA,No,No,Yes,Sometimes,1878,No,Yes,Don't know,Not sure,No,No,NA
1052,44,M,United States,FL,Yes,No,No,Never,1350,Yes,Yes,Don't know,No,No,No,NA
1053,25,Male,United States,UT,No,No,Yes,Often,4702,Yes,Yes,Don't know,No,No,No,NA
1054,24,male,Germany,,No,Yes,Yes,Sometimes,3217,No,Yes,No,No,No,No,Thank you this is very important.
1055,25,Male,South Africa,,No,Yes,Yes,Often,2312,No,No,Don't know,No,No,No,NA
1056,34,M,United States,NJ,No,No,No,Never,2460,Yes,Yes,Yes,Not sure,Don't know,Don't know,NA
1057,30,Male,United States,PA,No,No,No,Never,4574,No,No,Yes,Yes,No,Don't know,NA
1058,48,Male,United States,IN,No,No,No,Never,3548,No,No,Yes,Yes,Yes,Yes,NA
1059,34,Male,Greece,,No,No,No,,1372,Yes,Yes,No,No,No,No,NA
1060,39,Female,United States,OH,No,No,Yes,Sometimes,4970,Yes,Yes,No,No,No,No,I've never heard of a workplace that would actually allow you to call off for mental health reasons. So many places require a doctor's note for calling off sick. It's all set up to make you feel worse if you can't just suck it up. Thanks for working to change this!!!
1061,43,Male,United States,OH,No,No,No,Sometimes,2654,Yes,Yes,Yes,Not sure,No,Yes,NA
1062,41,M,United States,IL,No,No,No,Rarely,563,No,Yes,Yes,Yes,Yes,Yes,NA
1063,25,Male,United States,IN,No,No,No,Never,3420,No,No,Don't know,No,No,No,NA
1064,31,m,United States,CA,No,No,Yes,Sometimes,643,No,Yes,Yes,Yes,No,No,NA
1065,40,Male,United States,WA,No,Yes,Yes,Sometimes,4434,No,Yes,Yes,Yes,Yes,Yes,NA
1066,43,Male,United States,VA,Yes,Yes,Yes,Sometimes,2685,Yes,Yes,Yes,Not sure,No,Don't know,This survey was tough as a self-employed individual. You may wish to discard responses from self employed people for much of your analysis.
1067,27,Female,United States,WA,No,Yes,Yes,Often,2835,No,Yes,Yes,Yes,Yes,Yes,I answered based on previous job at large technical company where I was pushed out of my role within 3 months of disclosing diagnosis.I had been struggling for 3 months prior to disclosure and was incredibly relieved when finally diagnosed. Growing up in a family open about mental health and also at the end of my rope I immediately shared with management what was going on. I requested a temporary reduced workload so I could reduce anxiety. (At time I didn't know it was anxiety as took me a year to accept that the (to me) deserved stress was anxiety caused by my core diagnosis.) When disclosing I didn't deeply understand details of the state of my mental health; I simply knew I was so stressed out by having been unable to get myself to do work in three months that I couldn't juggle all that was currently on my plate.It was at this point my direct manager and I began an almost daily struggle. After working on a single project and making progress (compared to 3 months before diagnosis when management didn't even know how bad I was doing) I requested increasing my workload. This was never granted; boss said I hadn't proved myself and implied I could not be trusted.Two huge issues stick out to me from that experience:1) Company assumes things would be better and back to 100% within months. They did not understand what one goes through when figuring out meds: things at times got worse. They did not understand how long it takes until meds are figured out: mine took two years. They most certainly would not truly understand why to this day four years later despite being stable I'm in counseling every other week in addition to being on meds. Rather than supporting that it would be seen as oh I'm sorry. I was a problem to my manager because he didn't see improvements each week.2) Accomodations.- There was no option for me to reduce work temporarily to part-time (too complicated). Instead they pushed me to take disability leave. I told them that wouldn't help; they told me to double-check with care providers. That required me to see a psychologist unnecessarily as psychologist said I didn't qualify for leave. (Expensive unnecessary appointment).- The assistance I needed the most at work was understanding: I was open but my manager told me to not tell my co-worker assigned to support me. That was disasterous for colleague's stress/frustration levels. He knew something was up but was barred from asking and I was implied it was better to keep my mouth shut.- Accommodations weren't understood by even Benefits as they're not trained in mental health nor do they have people come in to assess how they're doing in supporting those with mental health issues. Should be no different than people coming in to assess for physical accessibility of the workplace. When in a meeting with my manager supervised by HR I shouldn't feel like I'm asking too much of manager when requesting he put the negative critiques on the back burner and help me figure out whether I'm doing anything right. That this didn't stop him from coming into my office that same day and putting on my dick hat to yell at me for something that wasn't even my fault (he had brought in co-worker for this yelling and turned to finish yelling at this person): FUCKING UNACCEPTABLE.While I will never return to that company and as such took the severance package I will NEVER agree with their legal reason for being unable to do the job: me being medically disqualified from this role. I was too expensive in the short term for them; I'm not worth the cost.
1068,37,female,United States,NJ,No,Yes,Yes,Sometimes,2171,Yes,Yes,Yes,Yes,No,Don't know,If a man in tech is afraid of speaking up about these things it is even worse for women in tech who are already fearful of and fighting against the stigma of incompetence.  On the other hand if a female in tech does not commiserate with her male coworkers on mental health problems she will no longer be seen as a team player. It is really a catch-22 for women in STEM.
1069,32,male,Netherlands,,Yes,No,Yes,Sometimes,1273,No,Yes,No,No,No,No,NA
1070,25,Male,United States,UT,No,Yes,Yes,Often,1871,No,Yes,No,Yes,No,No,NA
1071,29,Male,Netherlands,,No,Yes,Yes,Often,1833,No,Yes,Don't know,Not sure,Don't know,Yes,Autism is a bitch for those living with it and living it. For the past years I've really been working hard to get myself (known) in the community. The people in the community that know can be counted on one hand. In general I'm not telling anyway unless it really matters and it would be a gain in some way or the other. Not because I don't trust the community members close to me but because I don't want to be that guy. And IMHO it doesn't and shouldn't matter but sadly some people are funky about that. Yet sometimes I wan't to tell everyone what I've been through and share my lessons learned.
1072,30,Female,United States,TN,No,Yes,Yes,Often,2458,No,No,Yes,No,No,No,This issue for me is very real at the moment. I have missed several days of work recently because of a bad reaction to a depression/anxiety drug and I hate not being able to discuss it with my boss without worrying that I will be labeled a liability. 
1073,34,female,Canada,,No,Yes,Yes,Often,1057,No,No,Don't know,No,Yes,Don't know,NA
1074,32,male,United Kingdom,,No,Yes,Yes,Sometimes,3794,No,No,Yes,Yes,Yes,Yes,NA
1075,37,male,Germany,,No,No,No,,2316,No,Yes,Don't know,No,No,No,NA
1076,41,male,Germany,,No,No,Yes,Sometimes,1769,No,Yes,Don't know,No,No,No,NA
1077,38,male,United States,IN,No,Yes,No,Never,1669,No,No,Yes,Not sure,Yes,Yes,NA
1078,32,Male,United States,IN,No,No,Yes,Sometimes,4862,No,Yes,Yes,Yes,Yes,Don't know,NA
1079,28,Female,United States,CA,No,Yes,Yes,Sometimes,4414,No,Yes,Yes,Yes,Don't know,Don't know,NA
1080,11,male,United States,OH,Yes,No,No,Never,3157,Yes,Yes,No,Yes,No,No,NA
1081,43,male,United States,TX,No,Yes,No,Never,4387,No,No,Yes,Yes,No,Don't know,NA
1082,32,Male,United States,TN,No,Yes,Yes,Often,3548,No,Yes,No,Yes,No,No,NA
1083,25,M,United States,WA,No,No,Yes,Sometimes,4872,No,Yes,Yes,Yes,Yes,Don't know,NA
1084,37,Male,United States,UT,No,No,Yes,Sometimes,4016,No,Yes,Yes,No,No,Yes,NA
1085,36,male,United States,AL,Yes,No,Yes,Sometimes,2738,No,No,No,Yes,No,No,NA
1086,24,Male,United States,WI,No,Yes,Yes,Rarely,3324,Yes,Yes,Don't know,No,No,No,NA
1087,40,male,United States,WA,No,Yes,Yes,Sometimes,2785,No,Yes,Yes,Not sure,Yes,Don't know,Really manager dependent. I have had managers who work with my strengths and others who want my to work on my weaknesses which are directly tied to my mental issues. 
1088,29,Male,United States,WI,No,No,No,,1704,No,No,Don't know,Not sure,Yes,Don't know,Though it doesn't affect me (male) good job for making the Gender field a text input instead of a drop down of only two options.
1089,43,Male,United States,NY,No,No,No,Never,3835,No,Yes,Don't know,No,No,Don't know,NA
1090,29,Male,United States,NY,No,No,No,,1726,Yes,Yes,Yes,Not sure,No,Yes,NA
1091,26,Male,United States,OH,No,Yes,No,Sometimes,3138,No,Yes,Don't know,Not sure,No,No,NA
1092,33,Female,Canada,,Yes,Yes,Yes,Often,3884,Yes,Yes,No,Yes,No,No,NA
1093,35,Female,United States,WA,No,Yes,No,Sometimes,3191,Yes,Yes,Don't know,No,No,No,NA
1094,45,M,United States,CA,No,No,No,Never,2748,Yes,Yes,Yes,No,No,No,NA
1095,25,Male,United States,SC,No,No,Yes,Rarely,3959,Yes,Yes,No,Yes,No,Don't know,NA
1096,50,male,France,,Yes,No,Yes,Sometimes,184,Yes,Yes,No,No,No,No,NA
1097,26,male,Australia,,No,Yes,Yes,Rarely,4858,No,Yes,No,No,Don't know,Don't know,NA
1098,33,female,United States,CA,No,No,Yes,Often,3614,No,Yes,Yes,Yes,Don't know,Don't know,NA
1099,30,Male,India,,No,No,No,Often,2590,No,Yes,No,No,No,No,NA
1100,33,male,Croatia,,No,Yes,Yes,Sometimes,605,Yes,Yes,Yes,Yes,No,Don't know,NA
1101,29,M,France,,No,No,Yes,Often,3654,No,Yes,Yes,No,No,No,NA
1102,37,male,Germany,,No,No,No,,582,Yes,Yes,No,Not sure,No,No,NA
1103,27,Male,United States,MN,No,Yes,Yes,Sometimes,355,Yes,Yes,Don't know,No,Don't know,Don't know,I was (wrongly) diagnosed clinically depressed at 12 then bipolar I at 15 and medicated for a decade until decided myself to go drug free. Since then I've never been happier. Insomnia and my insatiablility for learning and programming have always had a symbiotic  relationship.It might also bear mentioning that I'm self-employed in addition to my more traditional day job.
1104,40,m,United States,WA,No,No,No,,1362,No,No,Yes,Not sure,Don't know,Don't know,NA
1105,24,Male,Canada,,No,No,No,Sometimes,898,No,Yes,Yes,Yes,No,No,NA
1106,40,Male,United Kingdom,,No,No,Yes,Never,973,No,Yes,Don't know,Not sure,No,Don't know,NA
1107,46,Male,United States,PA,No,Yes,Yes,Sometimes,4878,No,Yes,Don't know,Yes,No,Don't know,NA
1108,38,Male,United States,NY,No,Yes,Yes,Rarely,3441,No,No,Yes,Yes,Yes,Yes,NA
1109,34,Male,United States,VT,No,No,No,Never,4260,Yes,Yes,No,Yes,No,No,My employer currently does not offer any health insurance I have to get that on my own.  However at past positions I have had health insurance but no one ever mentioned mental health issues nor would I wish to discuss those with my co-workers bosses etc for fear of negative reception.
1110,32,Male,United Kingdom,,Yes,No,Yes,Rarely,3069,No,Yes,No,Yes,Yes,Yes,NA
1111,44,Male,United Kingdom,,No,No,Yes,Sometimes,2189,No,No,No,No,No,Yes,NA
1112,33,Female,United Kingdom,,No,No,Yes,Never,1756,No,Yes,Don't know,Not sure,No,Don't know,NA
1113,45,female,United States,MI,No,No,Yes,Rarely,928,No,No,Don't know,No,Don't know,Don't know,NA
1114,35,Male,United States,NY,No,No,No,,2811,No,Yes,Don't know,Not sure,Don't know,Don't know,Mental health at work is not an issue if you leave work problems at work that may be easier for those of us not in a support role.
1115,26,Male,Germany,,Yes,Yes,Yes,Often,3379,No,Yes,No,No,No,No,NA
1116,20,female,United States,NY,No,No,Yes,Sometimes,2826,Yes,Yes,Don't know,Not sure,Don't know,Don't know,NA
1117,-1,p,United States,AL,Yes,Yes,Yes,Often,3474,Yes,Yes,Yes,Yes,Yes,Yes,password: testered
1118,37,Male,Netherlands,,No,Yes,No,Sometimes,3965,No,Yes,No,No,No,No,NA
1119,28,male,United States,MI,No,No,No,,158,No,No,Yes,No,No,No,NA
1120,42,F,United States,WA,No,Yes,Yes,Sometimes,1207,No,No,Yes,Yes,No,No,NA
1121,32,male,United Kingdom,,No,No,No,,2206,No,Yes,No,No,No,No,NA
1122,36,F,United States,TN,No,Yes,Yes,Rarely,3265,Yes,Yes,Yes,Yes,No,No,NA
1123,27,M,New Zealand,,No,No,No,Rarely,1006,No,Yes,No,Yes,No,Yes,NA
1124,27,M,New Zealand,,No,No,No,Rarely,3221,No,Yes,No,Yes,No,Yes,NA
1125,27,Male,United Kingdom,,No,No,Yes,Sometimes,711,No,No,No,No,No,No,suffer from CR-PTSD so all answered based on that
1126,25,Male,United Kingdom,,No,Yes,Yes,Sometimes,101,Yes,Yes,No,No,No,No,Since being advised by Occupational Health that the tempo and spontenaity of the office environment was likely to have a negative effect on my mental health (I'm schizoaffective) I've been moved to 100% remote (home) working. The company have furnished a home office for me and I am only required to attend the office once a month to keep in touch
1127,41,M,United Kingdom,,No,Yes,No,,2244,No,Yes,No,No,No,No,NA
1128,23,Male,Germany,,No,Yes,Yes,Sometimes,2112,No,Yes,Don't know,Not sure,No,No,NA
1129,21,Male,United Kingdom,,No,No,Yes,Sometimes,2731,No,No,Don't know,No,No,Don't know,NA
1130,26,Male,Moldova,,No,No,Yes,Often,3659,No,Yes,No,Yes,No,No,NA
1131,29,Male,Sweden,,No,No,No,Rarely,3309,No,Yes,Don't know,Not sure,Don't know,Don't know,NA
1132,28,male,Belgium,,No,No,No,Sometimes,2253,No,No,No,No,No,No,NA
1133,27,female,United Kingdom,,No,Yes,No,,4868,No,No,No,Yes,No,No,NA
1134,23,Male,Israel,,No,No,No,Never,3556,No,No,No,Yes,Yes,Yes,NA
1135,26,F,United States,NY,No,Yes,No,Sometimes,1646,Yes,Yes,Don't know,No,No,No,NA
1136,38,Male,United Kingdom,,No,Yes,Yes,Sometimes,1172,No,Yes,No,Not sure,Don't know,Don't know,NA
1137,39,M,United Kingdom,,No,Yes,Yes,Sometimes,1940,No,No,No,No,No,No,Despite the impression that several 'no' responses might give my employer has been very supportive. But then I work in health care.
1138,35,M,United States,IN,No,Yes,Yes,Often,2311,No,No,Yes,Yes,No,Yes,NA
1139,32,male,United States,NC,No,No,No,Rarely,3094,No,Yes,Yes,Not sure,No,Don't know,NA
1140,32,Male,United States,CA,No,No,Yes,Sometimes,1563,No,Yes,Yes,Yes,Yes,Yes,NA
1141,26,Male,United Kingdom,,No,No,No,Never,4951,No,Yes,No,No,No,No,NA
1142,38,Male,Canada,,No,Yes,Yes,Rarely,2259,No,Yes,Don't know,Not sure,No,Don't know,NA
1143,34,Female,United Kingdom,,No,Yes,No,Rarely,1020,No,No,Yes,Yes,Yes,Yes,NA
1144,39,Male,United States,TN,No,Yes,Yes,Often,3350,No,No,Don't know,Not sure,No,No,NA
1145,32,male,Canada,,Yes,No,No,Never,2631,Yes,Yes,Don't know,Not sure,No,No,NA
1146,37,Male,Netherlands,,Yes,No,No,Never,1663,Yes,Yes,Don't know,Not sure,Don't know,Don't know,NA
1147,31,male,United Kingdom,,No,Yes,Yes,Never,113,No,Yes,Don't know,Not sure,No,Don't know,When I've had a depression I was lucky to have an awesome manager who was very understanding and found a budget to pay for my therapy sessions.
1148,30,m,United States,MN,No,Yes,Yes,Rarely,1848,No,Yes,No,Yes,No,No,People have often felt uncomfortable with my story while most of it happened a decade ago. I used to be quite open about it and have since kept it quietly tucked away. While I sometimes have waves of depression I have learned to cope with the affects.
1149,51,M,Singapore,,No,No,No,Never,3789,Yes,Yes,Don't know,No,No,Don't know,NA
1150,29,M,United States,NC,No,No,Yes,Sometimes,1738,No,Yes,Yes,Yes,No,No,NA
1151,,Male,United Kingdom,,No,No,No,Never,2978,No,Yes,Yes,No,No,Yes,NA
1152,31,Male,India,,No,No,No,,1405,No,Yes,Don't know,Not sure,No,No,NA
1153,26,Male,United States,TX,No,Yes,Yes,Sometimes,1784,Yes,Yes,Don't know,No,No,Don't know,NA
1154,46,Female,United States,CA,No,No,Yes,Often,1239,Yes,No,Yes,Yes,No,No,NA
1155,32,Male,United States,CA,No,Yes,No,Sometimes,3860,No,Yes,Yes,No,Yes,Don't know,NA
1156,29,Male,United States,IL,No,Yes,Yes,Sometimes,1713,No,No,Yes,Yes,Yes,Yes,NA
1157,34,male,Poland,,No,No,No,Never,2230,Yes,Yes,Don't know,Not sure,No,No,NA
1158,26,Male,Colombia,,No,No,No,Often,4845,No,Yes,No,No,No,No,NA
1159,32,Female,United States,PA,No,No,Yes,Sometimes,285,No,Yes,Yes,Yes,No,Don't know,NA
1160,29,Male,United States,IL,No,No,No,,4613,No,Yes,Don't know,Not sure,No,No,NA
1161,30,Male,United States,IL,No,No,No,,3854,No,No,Yes,No,Yes,Yes,NA
1162,40,F,United States,MN,No,Yes,Yes,Sometimes,995,No,Yes,Yes,Yes,No,Yes,NA
1163,23,Male,United Kingdom,,No,No,Yes,Sometimes,2667,No,Yes,No,No,No,No,I burnt out this year. I worked too much had too much pressure on myself from being the sole developer on a delayed project that seemed to grow in size with each week it was delayed by and worried about money a lot.I became depressed and anxious and had trouble eating sleeping and generally being myself. As my depression worsened I was regularly late for work couldn't perform as well as I should and became irritable with my colleagues.My employers response after a while was to send me private messages complaining about my lateness which only worsened the situation. I was prescribed 3 weeks off work by my doctor which my employer agreed to only to come back after to find I had been on 'statutory pay' which was roughly half of what I was expecting and was not enough to cover my rent bills AND food. This made me worse and sent me into another depression until I eventually admitted defeat gave up working and left the company. It took me months to recover and I'm now left (over 6 months after this all started) recovering from the fallout I created leaving employment with hardly any money to my name.I had previously been told by my employer that I was too young to burn out and (stupidly) trusted them. I did not feel comfortable discussing my problems with my employer because each time I was met with an attitude that I had to get myself together and ultimately given the amount of employees before me who had left the company by being fired after an altercation with the employer left me with no option but to hide it from them so I too wouldn't be fired.
1164,20,Male,Georgia,,No,No,No,Rarely,958,No,No,No,No,No,No,NA
1165,38,male,United States,NY,No,Yes,No,,3260,No,Yes,Don't know,No,No,No,NA
1166,26,Female,United States,MI,No,Yes,Yes,Rarely,4632,No,Yes,Yes,No,No,No,NA
1167,29,Male,United States,OH,No,No,No,Never,3385,No,Yes,No,No,No,Don't know,NA
1168,40,m,China,,Yes,No,No,Sometimes,2961,Yes,Yes,No,Yes,No,No,NA
